	SScmap	SSfisher	SSlincs	SSlincs_Norm	SSpearson_corr	SSspearman_corr	SSzhang	SSzhang_Norm
Acebutolol.txt	-1.51519858434919	-0.820222780005427	-0.22477206583166237	-1.0892632477996993	-0.04387064934147195	-0.07384996719399285	17.398119122257054	1.275614797884211

Acetylsalicylic_acid.txt	1.61426406976475	0.7838911605529375	-4.9218202886877616e-05	0.058426826148296085	0.051446045337483995	-0.0010206313333819348	18.700888192267502	0.007147409195955429

Alprenolol.txt	0.55863153755407	0.8264112834394628	-0.017019751088966972	-0.16129654602591986	0.08233291340444063	0.09783480352846831	18.41614420062696	0.20785630000371172

Amiloride.txt	-1.25202863685781	-0.8282439607749787	0.03192754003901144	0.20171044374814895	0.03727334651569462	0.03632354013268207	50.71473354231975	2.312924612152956

Amlodipine.txt	-0.0636753718396521	0.6554191862448954	0.21677713168146906	0.829613982591625	0.11736488816216573	0.13543413282787778	36.05616509926855	1.2428691083906602

Atenolol.txt	0.103046425019084	-0.7564008650177056	-0.22054657661697613	-0.9864755271365793	0.04633364951801182	0.08802945250419188	-2.166144200626959	-2.3359369149905116

Atorvastatin.txt	-0.110322453794731	0.8431574135001157	0.2595859296600216	1.0748641448711507	0.15485577153315006	0.16849529780564262	42.26645768025078	1.4107865826315604

Benazepril.txt	-0.172237514746363	-0.8611549848371094	-0.24869583079363555	-1.0369667858733205	-0.1380787575352533	-0.09592111977837718	4.678422152560084	-0.7862821597720735

Bendroflumethiazide.txt	0.0961960167472417	0.531624022268263	0.07641113401098037	0.12899614968547285	0.11591222998393005	0.10918932711234235	28.584900731452457	0.9665580367798906

Betaxolol.txt	-0.146486317688696	0.9686309491692447	0.2962364687444956	1.2155897656039896	-0.04756648848460211	-0.010151636655245315	18.674242424242426	-0.8575474794315154

Bezafibrate.txt	-0.318373389465892	-1.049005442750435	0.016215318375339766	0.11039473182551879	0.04876847501616817	0.06790843478894801	25.50914315569488	-0.020759902682613546

Bisoprolol.txt	-1.74085725521038	-0.8399921418026735	-0.040309461657363155	-0.07146358410215226	-0.13067880119838066	-0.09644966100459283	6.4407001044932075	-1.527539359203945

Bumetanide.txt	-0.126268187180495	0.676945596939656	0.0487239048825822	0.07713444749273013	0.038216038631687765	0.04354086170445433	17.9717868338558	0.7053867138556692

Canrenoic_acid.txt	1.70051120723555	-0.7629643080929127	-0.0197577668169443	0.015014955884571246	0.04337166146085316	0.049318364073777064	1.37042842215256	-0.26101766567261825

Captopril.txt	1.27700030071014	0.6681882772247372	0.2181418268092663	1.0645653570656135	0.11831781634270666	0.10319311802872347	27.90282131661442	0.20776111515353124

Carteolol.txt	0.017420369642155	-1.2169193107341587	-0.19508920783454284	-0.8170792031033589	-0.06943355690966449	-0.03792738937085369	3.526907001044932	-0.24719510535951825

Carvedilol.txt	-1.63841918993315	0.8850301202728746	0.1939750118105182	0.7565264524365012	0.007315701497388721	0.07210031347962381	27.358672936259143	-0.5582782068649607

Cerivastatin.txt	-1.43114431773496	-0.7617209854014451	-0.04188858872374149	-0.2618364507072473	-0.1576139968402855	-0.12916454035138875	19.848746081504704	-0.10684778650691211

Chlorhexidine.txt	0.1165991996484	-0.935249351261037	-0.04188242925649541	-0.07907320840292431	-0.1855961181133248	-0.14241452212582925	14.563740856844305	-0.7653237132705571

Chlorthalidone.txt	1.62140130924568	0.9479293818526783	-0.023851746643508198	0.011271967455320109	-0.017488742232745283	-0.053364438288255434	13.98380355276907	-1.160176159922641

Cilnidipine.txt	0.113989960907682	0.6771218492556128	0.2865544285129341	1.1198117945579265	0.15214175610645345	0.0900889407304804	36.65778474399164	0.9089058951514025

Cilostazol.txt	-0.10241840346048	-0.8862468589489343	-0.20518541495791376	-0.829119036761307	-0.01980217698749593	-0.029051541882335784	0.33019853709508884	-1.1952711910508331

Clofibrate.txt	1.50651731396452	-0.752440331654415	-0.024480329162919964	-0.04910730381299816	0.03523283683602227	-0.010315666690967411	14.328631138975966	-0.7942609278251881

Clopidogrel.txt	-1.59170271333071	-0.9581176292984495	-0.25233026809126136	-1.128119032459977	-0.15104573406923455	-0.15147262520959393	15.778474399164054	-0.6650664525281402

Cyclopenthiazide.txt	-1.18679072887511	-0.9490736039722576	0.012804471909801482	0.11676635218689924	-0.06549040769703424	-0.051268498942917545	5.152560083594566	-1.154957570460821

DNB10063341.txt	-1.58386227475654	0.9206062675660396	0.16928459393917616	0.7780750824965155	0.0787472839142925	0.09262229350441056	41.99503657262278	2.066070200119791

DNB10108190.txt	0.139583863431334	-0.6935912410336104	-0.2532896879740468	-1.0881679047372892	-0.10508473376518401	-0.10798644018371362	-8.97884012539185	-2.3105416702518515

DNB10133.txt	-1.63515532835234	0.9619882282249658	0.05429334031150454	0.2993494615307608	0.09435733807232333	0.09061748195669606	34.98667711598746	1.1060010271276528

DNB1013376.txt	-0.0967847146723415	-0.9098241420828853	-0.21942966865054547	-0.8952910897124224	-0.11097496200474435	-0.07718524458700882	9.066614420062695	-0.32844682310211404

DNB10135759.txt	1.72074784298304	0.9557843216159462	-0.013861020988218842	-0.04603519303871456	0.027246215317105225	0.01658525916745644	10.25417972831766	-1.7274848463209471

DNB10204.txt	-0.165882121625685	0.9397545463692493	0.04653846943279556	0.2847191977813515	0.0881331467012571	0.09167456440912736	28.102403343782655	0.6442625166262881

DNB102175.txt	-1.76066133098934	-0.6857978377600163	-0.2470839019632376	-1.0039412532172614	-0.08623215844147325	-0.0257344900488445	15.773510971786834	-0.24920170334116

DNB102614.txt	0.0302155860377969	-0.8938575835507779	-0.18007965582647098	-0.7769691831348049	-0.029545168989707632	-0.00730844936939564	12.327324973876697	-1.0405016601460644

DNB10311918.txt	-1.56458906802989	-0.8708189668817905	-0.18417567055807718	-0.8698748958017749	0.0033222647544965123	-0.021815994751038854	32.327586206896555	1.3526939158168996

DNB10365.txt	0.0296546459716407	0.9906176362733734	0.1609867361733336	0.7514204679568025	0.1635331830092168	0.18446088794926002	31.398641588296762	1.3521537054608228

DNB10531.txt	-1.74016330873679	1.0925073518016188	0.19218438383008357	0.8917197346057644	0.08306328629953016	0.02283662608442079	10.750261233019854	-0.1353203401046203

DNB10607.txt	-0.0685075524507877	-1.386847786518781	0.016344323448130554	0.11904731106846483	0.04372708255351328	0.024531603120215788	32.005485893416925	1.0742559414118176

DNB10631.txt	-0.0271680044412574	-0.8946241041148294	-0.05262341993622538	-0.1675301605604067	0.049637963025082305	0.06092804549099657	25.531347962382444	-0.4359565706614781

DNB10767.txt	-1.87219819111286	-0.7602359898528491	-0.009076998100783829	0.07198575288886955	-0.005150192707909864	0.046165342276007874	32.34378265412748	1.106949688473752

DNB107715.txt	-0.0575790520691172	0.9874905330349998	0.27502700122539125	1.0340589635744197	0.10300027318388352	0.08258001020631334	19.50783699059561	0.8633532689494033

DNB107905.txt	0.134506488399528	0.7170471680870294	0.24235483615004205	0.9820448111251256	0.11854631243563808	0.18865276663993585	40.19174503657262	1.2264946169383495

DNB108092.txt	0.09821077467558	-1.1095152659418865	0.016975673898170243	0.13430004993685474	0.058376276890689166	0.1020266822191441	28.053030303030305	0.9650319274045351

DNB10932412.txt	-1.58746038722213	1.0160126491064103	0.017784596182230675	0.15283104390561852	0.05061259878811472	0.07725814682510752	28.744514106583072	0.6813349949832888

DNB11003969.txt	-1.64385047766649	-0.6874135591829675	-0.2217205661770457	-0.8691828872039893	-0.1263718597030435	-0.07922650725377268	19.655433646812956	1.2826404673150409

DNB11072143.txt	-1.62350049732831	-0.9560051074046767	0.04159772862757409	0.19327617425171978	0.11959592335740893	0.1264671575417365	22.041797283176592	-1.1594635954771666

DNB11207937.txt	-0.104817145104208	-1.0096012694829026	-0.00552760597340507	0.01017661167146583	0.07717693158785366	0.09479113508784719	25.653866248693834	0.32834904221991806

DNB11292680.txt	-0.0896775462052694	-0.7467382095141935	-0.07147569971129863	-0.22815483856382923	-0.060905075818349724	-0.07975504847998832	17.280041797283175	-1.1605380114957837

DNB11575713.txt	-0.00855751659688653	0.5982455906369593	0.2710067289374898	1.0875636891084177	0.09652397354084422	0.0681635926222935	2.5901253918495297	-1.4730405518695098

DNB11626927.txt	-0.00747149036570971	-0.9380274493080867	-0.0009466054525364975	0.12915677561474714	0.040008015192141796	0.01840781511992418	-4.884012539184953	-1.916635880248903

DNB11634725.txt	0.127217737271865	0.4095816064053654	0.21948693925206247	0.8714706557064944	-0.02593209692937554	-0.08928701611139461	14.75496342737722	-3.809924035054835

DNB1172104.txt	-1.77878489972473	-1.1394106336284477	-0.2722458406983164	-1.1059953882555875	-0.23316799349279693	-0.16951592913902455	4.990073145245559	-1.012249656243309

DNB11723560.txt	0.241834563160695	0.7254815581012636	0.2675165435918359	1.2777455707306564	0.13651793921021346	0.1957971859736094	55.0666144200627	2.492688806503597

DNB119192.txt	0.0920173023987416	-0.7794371288488346	-0.2624233998269653	-1.2682857532175291	-0.12290324694369165	-0.16191587081723408	4.737460815047022	-1.3610214901450564

DNB119198.txt	0.0237907982697602	-0.737716488816966	-0.09323090911919946	-0.378320708600824	-0.1863409673413816	-0.19322738208062987	16.91353187042842	-0.5118672686267919

DNB119565.txt	1.42605190719622	0.7179151371765313	0.2388308544333461	1.0386162163988182	0.2443918420333132	0.20693300284318725	26.531870428422152	-0.0368172884910214

