"Name"	"Score"
"drug_205.txt"	"drug_205.txt"	3.75780791761584e-07
"drug_22.txt"	"drug_22.txt"	1.65052132330254e-06
"drug_220.txt"	"drug_220.txt"	2.54725207634553e-06
"drug_3.txt"	"drug_3.txt"	4.34358514379496e-06
"drug_452.txt"	"drug_452.txt"	5.57747550468874e-06
"drug_4.txt"	"drug_4.txt"	7.96675117800864e-06
"drug_8.txt"	"drug_8.txt"	9.99134028404374e-06
"drug_472.txt"	"drug_472.txt"	1.43945123806185e-05
"drug_10.txt"	"drug_10.txt"	2.33986634190204e-05
"drug_225.txt"	"drug_225.txt"	5.16192016925588e-05
"drug_1.txt"	"drug_1.txt"	9.79543527257739e-05
"drug_230.txt"	"drug_230.txt"	0.000114546179837197
"drug_7.txt"	"drug_7.txt"	0.000131743666429206
"drug_2.txt"	"drug_2.txt"	0.000163024132886114
"drug_222.txt"	"drug_222.txt"	0.000174733713649421
"drug_217.txt"	"drug_217.txt"	0.000277989449202878
"drug_113.txt"	"drug_113.txt"	0.000416109542297528
"drug_9.txt"	"drug_9.txt"	0.000598303046643928
"drug_53.txt"	"drug_53.txt"	0.000652452902648307
"drug_244.txt"	"drug_244.txt"	0.00109085807208962
"drug_204.txt"	"drug_204.txt"	0.00123953819274902
"drug_41.txt"	"drug_41.txt"	0.0013286793198025
"drug_268.txt"	"drug_268.txt"	0.00140262178811177
"drug_216.txt"	"drug_216.txt"	0.00144765606448447
"drug_107.txt"	"drug_107.txt"	0.00146484375
"drug_24.txt"	"drug_24.txt"	0.00153716776827587
"drug_5.txt"	"drug_5.txt"	0.00161244333755482
"drug_49.txt"	"drug_49.txt"	0.00203652134051631
"drug_203.txt"	"drug_203.txt"	0.00221634252293421
"drug_229.txt"	"drug_229.txt"	0.00221634252293421
"drug_491.txt"	"drug_491.txt"	0.00233286701002164
"drug_6.txt"	"drug_6.txt"	0.00243929206153412
"drug_23.txt"	"drug_23.txt"	0.00290636391645397
"drug_221.txt"	"drug_221.txt"	0.00330362890832377
"drug_19.txt"	"drug_19.txt"	0.00390281824117949
"drug_202.txt"	"drug_202.txt"	0.00402235872134205
"drug_289.txt"	"drug_289.txt"	0.00430743240790657
"drug_31.txt"	"drug_31.txt"	0.00440939293505615
"drug_50.txt"	"drug_50.txt"	0.00440939293505615
"drug_52.txt"	"drug_52.txt"	0.00572853801790228
"drug_258.txt"	"drug_258.txt"	0.00717630785104209
"drug_74.txt"	"drug_74.txt"	0.00755765073606537
"drug_211.txt"	"drug_211.txt"	0.00784014833768035
"drug_267.txt"	"drug_267.txt"	0.00997727245238549
"drug_492.txt"	"drug_492.txt"	0.0121711635328981
"drug_207.txt"	"drug_207.txt"	0.0127507847626933
"drug_219.txt"	"drug_219.txt"	0.0138327879757075
"drug_496.txt"	"drug_496.txt"	0.0144230547744774
"drug_212.txt"	"drug_212.txt"	0.014759318186284
"drug_487.txt"	"drug_487.txt"	0.014759318186284
"drug_443.txt"	"drug_443.txt"	0.0150722691203247
"drug_218.txt"	"drug_218.txt"	0.0153301296268249
"drug_469.txt"	"drug_469.txt"	0.0172310138162898
"drug_201.txt"	"drug_201.txt"	0.0183667373918353
"drug_37.txt"	"drug_37.txt"	0.0183667373918353
"drug_223.txt"	"drug_223.txt"	0.018916311067649
"drug_332.txt"	"drug_332.txt"	0.0189575756259898
"drug_98.txt"	"drug_98.txt"	0.0195641685145217
"drug_228.txt"	"drug_228.txt"	0.0209744447574618
"drug_214.txt"	"drug_214.txt"	0.0214818446226467
"drug_485.txt"	"drug_485.txt"	0.0224242116058897
"drug_265.txt"	"drug_265.txt"	0.0235536679585216
"drug_206.txt"	"drug_206.txt"	0.0253794193267822
"drug_323.txt"	"drug_323.txt"	0.0273759631825356
"drug_482.txt"	"drug_482.txt"	0.0282273887619316
"drug_97.txt"	"drug_97.txt"	0.0299077924258436
"drug_246.txt"	"drug_246.txt"	0.0303268671074152
"drug_272.txt"	"drug_272.txt"	0.031166010304138
"drug_108.txt"	"drug_108.txt"	0.0317017519986696
"drug_20.txt"	"drug_20.txt"	0.0317017519986696
"drug_339.txt"	"drug_339.txt"	0.0335845016335541
"drug_445.txt"	"drug_445.txt"	0.0345602567205679
"drug_39.txt"	"drug_39.txt"	0.0346080280573795
"drug_209.txt"	"drug_209.txt"	0.0358399961910979
"drug_325.txt"	"drug_325.txt"	0.0365827506607926
"drug_208.txt"	"drug_208.txt"	0.0376303980338753
"drug_333.txt"	"drug_333.txt"	0.0398008136928989
"drug_259.txt"	"drug_259.txt"	0.0401462039187307
"drug_483.txt"	"drug_483.txt"	0.0417121118524892
"drug_493.txt"	"drug_493.txt"	0.0417121118524892
"drug_115.txt"	"drug_115.txt"	0.0430454861473977
"drug_32.txt"	"drug_32.txt"	0.0469477554357946
"drug_38.txt"	"drug_38.txt"	0.0482368609649548
"drug_46.txt"	"drug_46.txt"	0.0493257420629513
"drug_287.txt"	"drug_287.txt"	0.0527184725793073
"drug_114.txt"	"drug_114.txt"	0.052993846792661
"drug_215.txt"	"drug_215.txt"	0.0553889776968412
"drug_59.txt"	"drug_59.txt"	0.0566070174979954
"drug_109.txt"	"drug_109.txt"	0.0596524393087277
"drug_471.txt"	"drug_471.txt"	0.0596524393087277
"drug_21.txt"	"drug_21.txt"	0.061225602956146
"drug_89.txt"	"drug_89.txt"	0.0660225210611426
"drug_270.txt"	"drug_270.txt"	0.0685156129531637
"drug_14.txt"	"drug_14.txt"	0.0696198702027509
"drug_363.txt"	"drug_363.txt"	0.0696198702027509
"drug_288.txt"	"drug_288.txt"	0.0714087231370891
"drug_444.txt"	"drug_444.txt"	0.0732357163237682
"drug_334.txt"	"drug_334.txt"	0.0789520565245086
"drug_142.txt"	"drug_142.txt"	0.0804727077484131
"drug_79.txt"	"drug_79.txt"	0.0804727077484131
"drug_48.txt"	"drug_48.txt"	0.0829657479983201
"drug_154.txt"	"drug_154.txt"	0.0836744466779939
"drug_466.txt"	"drug_466.txt"	0.0858836843517272
"drug_481.txt"	"drug_481.txt"	0.0868606628348169
"drug_197.txt"	"drug_197.txt"	0.0871480547607617
"drug_131.txt"	"drug_131.txt"	0.100763564061811
"drug_449.txt"	"drug_449.txt"	0.103069267170968
"drug_479.txt"	"drug_479.txt"	0.107517647512371
"drug_271.txt"	"drug_271.txt"	0.110790436655117
"drug_158.txt"	"drug_158.txt"	0.11610740840647
"drug_224.txt"	"drug_224.txt"	0.11610740840647
"drug_346.txt"	"drug_346.txt"	0.118844592873977
"drug_478.txt"	"drug_478.txt"	0.119143699018084
"drug_484.txt"	"drug_484.txt"	0.119143699018084
"drug_56.txt"	"drug_56.txt"	0.124480487156385
"drug_160.txt"	"drug_160.txt"	0.130337365793044
"drug_34.txt"	"drug_34.txt"	0.133350817477903
"drug_17.txt"	"drug_17.txt"	0.136422106956591
"drug_450.txt"	"drug_450.txt"	0.139552118914767
"drug_161.txt"	"drug_161.txt"	0.142741748148612
"drug_385.txt"	"drug_385.txt"	0.143964354841772
"drug_474.txt"	"drug_474.txt"	0.143964354841772
"drug_446.txt"	"drug_446.txt"	0.145991899641573
"drug_86.txt"	"drug_86.txt"	0.145991899641573
"drug_257.txt"	"drug_257.txt"	0.146379937054466
"drug_153.txt"	"drug_153.txt"	0.149303488641385
"drug_467.txt"	"drug_467.txt"	0.149303488641385
"drug_261.txt"	"drug_261.txt"	0.167637200278069
"drug_73.txt"	"drug_73.txt"	0.167637200278069
"drug_36.txt"	"drug_36.txt"	0.170811420368903
"drug_16.txt"	"drug_16.txt"	0.172919481825547
"drug_15.txt"	"drug_15.txt"	0.174283933999013
"drug_321.txt"	"drug_321.txt"	0.178121229336832
"drug_451.txt"	"drug_451.txt"	0.178121229336832
"drug_93.txt"	"drug_93.txt"	0.179095838168758
"drug_213.txt"	"drug_213.txt"	0.183818745794713
"drug_57.txt"	"drug_57.txt"	0.186007290653054
"drug_210.txt"	"drug_210.txt"	0.201019632799134
"drug_72.txt"	"drug_72.txt"	0.211432250132721
"drug_179.txt"	"drug_179.txt"	0.21593863486479
"drug_33.txt"	"drug_33.txt"	0.220524776307252
"drug_159.txt"	"drug_159.txt"	0.225191799750917
"drug_441.txt"	"drug_441.txt"	0.2255859375
"drug_247.txt"	"drug_247.txt"	0.23275978749768
"drug_43.txt"	"drug_43.txt"	0.234773053217274
"drug_440.txt"	"drug_440.txt"	0.2520725635165
"drug_76.txt"	"drug_76.txt"	0.254956984313718
"drug_44.txt"	"drug_44.txt"	0.260222697146758
"drug_81.txt"	"drug_81.txt"	0.265578728495601
"drug_75.txt"	"drug_75.txt"	0.2765666997647
"drug_326.txt"	"drug_326.txt"	0.282201147843593
"drug_442.txt"	"drug_442.txt"	0.282201147843593
"drug_437.txt"	"drug_437.txt"	0.290084683345903
"drug_252.txt"	"drug_252.txt"	0.31182933062607
"drug_28.txt"	"drug_28.txt"	0.318055341113565
"drug_198.txt"	"drug_198.txt"	0.327057149337815
"drug_11.txt"	"drug_11.txt"	0.337358334776765
"drug_226.txt"	"drug_226.txt"	0.337358334776765
"drug_260.txt"	"drug_260.txt"	0.337358334776765
"drug_416.txt"	"drug_416.txt"	0.351913241070702
"drug_347.txt"	"drug_347.txt"	0.357627868652344
"drug_174.txt"	"drug_174.txt"	0.359226428274668
"drug_156.txt"	"drug_156.txt"	0.364605760248412
"drug_111.txt"	"drug_111.txt"	0.366649746894837
"drug_227.txt"	"drug_227.txt"	0.377614105258644
"drug_253.txt"	"drug_253.txt"	0.393662924207719
"drug_91.txt"	"drug_91.txt"	0.393662924207719
"drug_255.txt"	"drug_255.txt"	0.397462671585392
"drug_42.txt"	"drug_42.txt"	0.401221028764769
"drug_263.txt"	"drug_263.txt"	0.408899674415024
"drug_324.txt"	"drug_324.txt"	0.41670039424559
"drug_329.txt"	"drug_329.txt"	0.41670039424559
"drug_60.txt"	"drug_60.txt"	0.41670039424559
"drug_55.txt"	"drug_55.txt"	0.424624735921101
"drug_470.txt"	"drug_470.txt"	0.426123597816948
"drug_327.txt"	"drug_327.txt"	0.432674261775822
"drug_155.txt"	"drug_155.txt"	0.438741990341672
"drug_375.txt"	"drug_375.txt"	0.447140765423226
"drug_103.txt"	"drug_103.txt"	0.44915518926288
"drug_51.txt"	"drug_51.txt"	0.44915518926288
"drug_338.txt"	"drug_338.txt"	0.455835456694384
"drug_264.txt"	"drug_264.txt"	0.457589789745046
"drug_275.txt"	"drug_275.txt"	0.466155972292344
"drug_459.txt"	"drug_459.txt"	0.473588496424942
"drug_170.txt"	"drug_170.txt"	0.47485537397913
"drug_331.txt"	"drug_331.txt"	0.47485537397913
"drug_54.txt"	"drug_54.txt"	0.482648584342606
"drug_368.txt"	"drug_368.txt"	0.483689647108183
"drug_322.txt"	"drug_322.txt"	0.501769493611542
"drug_393.txt"	"drug_393.txt"	0.511018448582333
"drug_85.txt"	"drug_85.txt"	0.512871171949196
"drug_269.txt"	"drug_269.txt"	0.528043943652875
"drug_462.txt"	"drug_462.txt"	0.539633009023319
"drug_84.txt"	"drug_84.txt"	0.549447994428939
"drug_319.txt"	"drug_319.txt"	0.559422580610421
"drug_438.txt"	"drug_438.txt"	0.561799742384734
"drug_457.txt"	"drug_457.txt"	0.561799742384734
"drug_94.txt"	"drug_94.txt"	0.569547609868566
"drug_460.txt"	"drug_460.txt"	0.569849749164027
"drug_64.txt"	"drug_64.txt"	0.579824892016419
"drug_328.txt"	"drug_328.txt"	0.590256253147039
"drug_149.txt"	"drug_149.txt"	0.600843535730823
"drug_448.txt"	"drug_448.txt"	0.605231469299507
"drug_465.txt"	"drug_465.txt"	0.61158859871315
"drug_345.txt"	"drug_345.txt"	0.633559584617615
"drug_129.txt"	"drug_129.txt"	0.644977743996525
"drug_171.txt"	"drug_171.txt"	0.644977743996525
"drug_489.txt"	"drug_489.txt"	0.645603470749547
"drug_173.txt"	"drug_173.txt"	0.656184415651126
"drug_134.txt"	"drug_134.txt"	0.671352214328762
"drug_422.txt"	"drug_422.txt"	0.679478566500976
"drug_434.txt"	"drug_434.txt"	0.696680997579393
"drug_313.txt"	"drug_313.txt"	0.71570929110803
"drug_337.txt"	"drug_337.txt"	0.72813809495157
"drug_340.txt"	"drug_340.txt"	0.72813809495157
"drug_157.txt"	"drug_157.txt"	0.740746243153462
"drug_162.txt"	"drug_162.txt"	0.740746243153462
"drug_83.txt"	"drug_83.txt"	0.753535800079451
"drug_488.txt"	"drug_488.txt"	0.763803833534977
