FBXL5	1
LYAR	0.983285936934166
DOK2	0.899902954355188
PDIA4	0.811996450838001
RBPMS	0.698080418066593
Cxcl3	0.628735218331416
KLF7	0.568041151858061
Mt2	0.567128910799876
SERPINE1	0.501652982630256
Pilra	0.471414077510548
EIF4EBP1	0.390190109269956
ME2	0.310030371825126
CCDC47	0.26205516061835
P4HA1	0.251735729266006
CCND2	0.193051914959818
GBE1	0.176637992345366
FAM162A	0.151982642349366
HIGD1A	0.139667940310533
MTHFD1L	0.0771665876061258
BNIP3L	0.00609580860454084
TDRD7	-0.0488565968853791
PGM1	-0.232269034296859
BNIP3	-0.285530226749114
Gm11290	-0.345694265680763
NDRG1	-0.398468780600082
Gm47507	-0.55998777549567
SELENBP1	-0.640532799223991
Ero1l	-0.794991747356632
EGLN3	-0.840736683894221
IMPA2	-1
