NDRG1	1
BNIP3	0.920759396367267
BNIP3L	0.716147044885077
MTHFD1L	0.666281952436968
HIGD1A	0.622429390603256
FAM162A	0.613789077885935
GBE1	0.596490248125485
CCDC47	0.536559358772309
FBXL5	0.403251607724643
LYAR	0.391524589790272
DOK2	0.333020937609858
Cxcl3	0.279287168519097
PDIA4	0.271343466414886
RBPMS	0.19141703834884
KLF7	0.100178133661613
Mt2	0.0995380817958476
SERPINE1	0.0535984810602059
Pilra	0.0323820849476744
EIF4EBP1	-0.0246067470620188
ME2	-0.0808488872841401
P4HA1	-0.121749912730549
CCND2	-0.162923991116835
TDRD7	-0.33265324520136
PGM1	-0.461340144038537
Gm11290	-0.540922213186538
Gm47507	-0.691276069272901
SELENBP1	-0.747788536293394
Ero1l	-0.856160919940687
EGLN3	-0.888256747811504
IMPA2	-1
