"SSlincs"	"SSlincs_Norm"	"SSpearson_corr"	"SSspearman_corr"	"SSzhang"	"SSzhang_Norm"
"drug_1.txt"	0.921370967741935	0.959677419354839	0.207661290322581	0.715725806451613	0.872983870967742	0.747983870967742
"drug_10.txt"	0.941532258064516	0.913306451612903	0.548387096774194	0.784274193548387	0.219758064516129	0.0181451612903226
"drug_100.txt"	0.693548387096774	0.715725806451613	0.659274193548387	0.276209677419355	0.612903225806452	0.278225806451613
"drug_101.txt"	0.550403225806452	0.526209677419355	0.939516129032258	0.334677419354839	0.709677419354839	0.772177419354839
"drug_102.txt"	0.560483870967742	0.608870967741935	0.721774193548387	0.201612903225806	0.497983870967742	0.0967741935483871
"drug_103.txt"	0.747983870967742	0.764112903225806	0.798387096774194	0.284274193548387	0.203629032258065	0.286290322580645
"drug_104.txt"	0.383064516129032	0.358870967741935	0.804435483870968	0.00201612903225806	0.0705645161290323	0.0221774193548387
"drug_105.txt"	0.766129032258065	0.780241935483871	0.931451612903226	0.836693548387097	0.320564516129032	0.00201612903225806
"drug_106.txt"	0.754032258064516	0.774193548387097	0.838709677419355	0.0100806451612903	0.108870967741935	0.0463709677419355
"drug_107.txt"	0.516129032258065	0.528225806451613	0.695564516129032	0.610887096774194	0.731854838709677	0.524193548387097
"drug_108.txt"	0.683467741935484	0.725806451612903	0.913306451612903	0.729838709677419	0.9375	0.921370967741935
"drug_109.txt"	0.796370967741935	0.824596774193548	0.846774193548387	0.897177419354839	0.94758064516129	0.915322580645161
"drug_11.txt"	0.94758064516129	0.94758064516129	0.540322580645161	0.949596774193548	0.913306451612903	0.711693548387097
"drug_110.txt"	0.604838709677419	0.637096774193548	0.413306451612903	0.360887096774194	0.689516129032258	0.879032258064516
"drug_111.txt"	0.362903225806452	0.397177419354839	0.546370967741935	0.92741935483871	0.794354838709677	0.844758064516129
"drug_112.txt"	0.415322580645161	0.403225806451613	0.534274193548387	0.399193548387097	0.737903225806452	0.832661290322581
"drug_113.txt"	0.699596774193548	0.754032258064516	0.782258064516129	0.774193548387097	0.820564516129032	0.340725806451613
"drug_114.txt"	0.467741935483871	0.502016129032258	0.493951612903226	0.493951612903226	0.330645161290323	0.165322580645161
"drug_115.txt"	0.221774193548387	0.245967741935484	0.284274193548387	0.639112903225806	0.929435483870968	0.88508064516129
"drug_116.txt"	0.522177419354839	0.522177419354839	0.570564516129032	0.453629032258065	0.661290322580645	0.703629032258065
"drug_117.txt"	0.219758064516129	0.215725806451613	0.495967741935484	0.173387096774194	0.491935483870968	0.368951612903226
"drug_118.txt"	0.120967741935484	0.169354838709677	0.3125	0.1875	0.207661290322581	0.344758064516129
"drug_119.txt"	0.370967741935484	0.409274193548387	0.467741935483871	0.465725806451613	0.116935483870968	0.268145161290323
"drug_12.txt"	0.590725806451613	0.63508064516129	0.673387096774194	0.852822580645161	0.0766129032258065	0.57258064516129
"drug_120.txt"	0.439516129032258	0.471774193548387	0.629032258064516	0.0665322580645161	0.0685483870967742	0.0483870967741935
"drug_121.txt"	0.48991935483871	0.506048387096774	0.332661290322581	0.318548387096774	0.092741935483871	0.233870967741935
"drug_122.txt"	0.55241935483871	0.641129032258065	0.830645161290323	0.895161290322581	0.431451612903226	0.0887096774193548
"drug_123.txt"	0.348790322580645	0.389112903225806	0.518145161290323	0.48991935483871	0.0342741935483871	0.324596774193548
"drug_124.txt"	0.360887096774194	0.44758064516129	0.588709677419355	0.798387096774194	0.30241935483871	0.153225806451613
"drug_125.txt"	0.659274193548387	0.695564516129032	0.266129032258065	0.512096774193548	0.290322580645161	0.308467741935484
