"SSlincs"	"SSlincs_Norm"	"SSpearson_corr"	"SSspearman_corr"	"SSzhang"	"SSzhang_Norm"
"drug_1.txt"	0.82258064516129	0.826612903225806	0.532258064516129	0.798387096774194	0.981854838709677	0.979838709677419
"drug_10.txt"	0.959677419354839	0.963709677419355	0.219758064516129	0.360887096774194	0.625	0.723790322580645
"drug_100.txt"	0.810483870967742	0.796370967741935	0.9375	0.977822580645161	0.82258064516129	0.741935483870968
"drug_101.txt"	0.901209677419355	0.883064516129032	0.911290322580645	0.979838709677419	0.899193548387097	0.953629032258065
"drug_102.txt"	0.879032258064516	0.870967741935484	0.870967741935484	0.6875	0.131048387096774	0.443548387096774
"drug_103.txt"	0.76008064516129	0.707661290322581	0.830645161290323	0.816532258064516	0.342741935483871	0.558467741935484
"drug_104.txt"	0.538306451612903	0.477822580645161	0.701612903225806	0.199596774193548	0.0282258064516129	0.0241935483870968
"drug_105.txt"	0.786290322580645	0.786290322580645	0.895161290322581	0.856854838709677	0.506048387096774	0.57258064516129
"drug_106.txt"	0.854838709677419	0.830645161290323	0.88508064516129	0.586693548387097	0.100806451612903	0.151209677419355
"drug_107.txt"	0.6875	0.67741935483871	0.862903225806452	0.933467741935484	0.683467741935484	0.6875
"drug_108.txt"	0.772177419354839	0.792338709677419	0.868951612903226	0.850806451612903	0.556451612903226	0.600806451612903
"drug_109.txt"	0.836693548387097	0.828629032258065	0.808467741935484	0.903225806451613	0.616935483870968	0.574596774193548
"drug_11.txt"	0.832661290322581	0.818548387096774	0.600806451612903	0.651209677419355	0.901209677419355	0.969758064516129
"drug_110.txt"	0.38508064516129	0.38508064516129	0.637096774193548	0.538306451612903	0.627016129032258	0.625
"drug_111.txt"	0.387096774193548	0.36491935483871	0.719758064516129	0.754032258064516	0.548387096774194	0.544354838709677
"drug_112.txt"	0.288306451612903	0.318548387096774	0.57258064516129	0.556451612903226	0.421370967741935	0.479838709677419
"drug_113.txt"	0.429435483870968	0.393145161290323	0.715725806451613	0.788306451612903	0.397177419354839	0.471774193548387
"drug_114.txt"	0.32258064516129	0.379032258064516	0.479838709677419	0.51008064516129	0.292338709677419	0.423387096774194
"drug_115.txt"	0.262096774193548	0.286290322580645	0.558467741935484	0.387096774193548	0.407258064516129	0.548387096774194
"drug_116.txt"	0.389112903225806	0.375	0.542338709677419	0.362903225806452	0.0201612903225806	0.0181451612903226
"drug_117.txt"	0.310483870967742	0.316532258064516	0.649193548387097	0.217741935483871	0.116935483870968	0.139112903225806
"drug_118.txt"	0.370967741935484	0.399193548387097	0.631048387096774	0.0887096774193548	0.00201612903225806	0.00201612903225806
"drug_119.txt"	0.320564516129032	0.326612903225806	0.530241935483871	0.3125	0.409274193548387	0.352822580645161
"drug_12.txt"	0.669354838709677	0.592741935483871	0.495967741935484	0.304435483870968	0.6875	0.465725806451613
"drug_120.txt"	0.455645161290323	0.469758064516129	0.758064516129032	0.413306451612903	0.0806451612903226	0.133064516129032
"drug_121.txt"	0.270161290322581	0.30241935483871	0.512096774193548	0.19758064516129	0.0100806451612903	0.0766129032258065
"drug_122.txt"	0.330645161290323	0.334677419354839	0.788306451612903	0.828629032258065	0.834677419354839	0.854838709677419
"drug_123.txt"	0.401209677419355	0.457661290322581	0.745967741935484	0.445564516129032	0.786290322580645	0.671370967741935
"drug_124.txt"	0.292338709677419	0.310483870967742	0.598790322580645	0.477822580645161	0.399193548387097	0.566532258064516
"drug_125.txt"	0.298387096774194	0.320564516129032	0.574596774193548	0.522177419354839	0.395161290322581	0.330645161290323
"drug_126.txt"	0.282258064516129	0.308467741935484	0.770161290322581	0.542338709677419	0.574596774193548	0.705645161290323
"drug_127.txt"	0.483870967741935	0.4375	0.820564516129032	0.604838709677419	0.435483870967742	0.695564516129032
"drug_128.txt"	0.358870967741935	0.342741935483871	0.582661290322581	0.0725806451612903	0.0241935483870968	0.0725806451612903
"drug_129.txt"	0.308467741935484	0.330645161290323	0.564516129032258	0.393145161290323	0.44758064516129	0.314516129032258
"drug_13.txt"	0.713709677419355	0.731854838709677	0.316532258064516	0.316532258064516	0.758064516129032	0.584677419354839
"drug_130.txt"	0.477822580645161	0.421370967741935	0.866935483870968	0.558467741935484	0.334677419354839	0.336693548387097
"drug_131.txt"	0.667338709677419	0.671370967741935	0.786290322580645	0.465725806451613	0.213709677419355	0.129032258064516
"drug_132.txt"	0.36491935483871	0.354838709677419	0.806451612903226	0.161290322580645	0.0524193548387097	0.153225806451613
"drug_133.txt"	0.602822580645161	0.580645161290323	0.842741935483871	0.300403225806452	0.276209677419355	0.298387096774194
"drug_134.txt"	0.5625	0.564516129032258	0.844758064516129	0.592741935483871	0.199596774193548	0.272177419354839
"drug_135.txt"	0.443548387096774	0.453629032258065	0.774193548387097	0.30241935483871	0.229838709677419	0.306451612903226
"drug_136.txt"	0.356854838709677	0.395161290322581	0.469758064516129	0.179435483870968	0.0463709677419355	0.0987903225806452
"drug_137.txt"	0.318548387096774	0.324596774193548	0.741935483870968	0.383064516129032	0.243951612903226	0.366935483870968
"drug_138.txt"	0.407258064516129	0.431451612903226	0.707661290322581	0.225806451612903	0.0826612903225806	0.0625
"drug_139.txt"	0.316532258064516	0.32258064516129	0.727822580645161	0.366935483870968	0.120967741935484	0.147177419354839
"drug_14.txt"	0.725806451612903	0.717741935483871	0.695564516129032	0.596774193548387	0.776209677419355	0.88508064516129
"drug_140.txt"	0.338709677419355	0.352822580645161	0.711693548387097	0.167338709677419	0.0141129032258065	0.00604838709677419
"drug_141.txt"	0.268145161290323	0.296370967741935	0.608870967741935	0.118951612903226	0.032258064516129	0.0826612903225806
"drug_142.txt"	0.290322580645161	0.258064516129032	0.122983870967742	0.284274193548387	0.55241935483871	0.647177419354839
