"","SSlincs","SSlincs_Norm","SSpearson_corr","SSspearman_corr","SSzhang","SSzhang_Norm"
"drug_1.txt",0.165322580645161,0.0907258064516129,0.288306451612903,0.252016129032258,0.247983870967742,0.237903225806452
"drug_10.txt",0.897177419354839,0.921370967741935,0.94758064516129,0.951612903225806,0.828629032258065,0.844758064516129
"drug_100.txt",0.497983870967742,0.514112903225806,0.0564516129032258,0.342741935483871,0.508064516129032,0.280241935483871
"drug_101.txt",0.479838709677419,0.592741935483871,0.175403225806452,0.125,0.0806451612903226,0.127016129032258
"drug_102.txt",0.828629032258065,0.836693548387097,0.304435483870968,0.310483870967742,0.719758064516129,0.657258064516129
"drug_103.txt",0.82258064516129,0.838709677419355,0.26008064516129,0.175403225806452,0.125,0.118951612903226
"drug_104.txt",0.554435483870968,0.504032258064516,0.139112903225806,0.32258064516129,0.604838709677419,0.622983870967742
"drug_105.txt",0.183467741935484,0.131048387096774,0.161290322580645,0.673387096774194,0.399193548387097,0.491935483870968
"drug_106.txt",0.574596774193548,0.596774193548387,0.219758064516129,0.487903225806452,0.758064516129032,0.6875
"drug_107.txt",0.903225806451613,0.903225806451613,0.395161290322581,0.9375,0.810483870967742,0.764112903225806
"drug_108.txt",0.955645161290323,0.953629032258065,0.574596774193548,0.945564516129032,0.846774193548387,0.901209677419355
"drug_109.txt",0.685483870967742,0.685483870967742,0.314516129032258,0.919354838709677,0.88508064516129,0.86491935483871
"drug_11.txt",0.814516129032258,0.804435483870968,0.866935483870968,0.830645161290323,0.778225806451613,0.824596774193548
"drug_110.txt",0.901209677419355,0.891129032258065,0.838709677419355,0.913306451612903,0.711693548387097,0.683467741935484
"drug_111.txt",0.872983870967742,0.86491935483871,0.800403225806452,0.877016129032258,0.647177419354839,0.681451612903226
"drug_112.txt",0.951612903225806,0.957661290322581,0.933467741935484,0.983870967741935,0.929435483870968,0.893145161290323
"drug_113.txt",0.94758064516129,0.945564516129032,0.915322580645161,0.943548387096774,0.69758064516129,0.651209677419355
"drug_114.txt",0.768145161290323,0.82258064516129,0.860887096774194,0.977822580645161,0.870967741935484,0.895161290322581
"drug_115.txt",0.939516129032258,0.941532258064516,0.913306451612903,0.987903225806452,0.8125,0.800403225806452
"drug_116.txt",0.820564516129032,0.806451612903226,0.88508064516129,0.98991935483871,0.997983870967742,0.987903225806452
"drug_117.txt",0.935483870967742,0.943548387096774,0.852822580645161,0.856854838709677,0.852822580645161,0.907258064516129
"drug_118.txt",0.818548387096774,0.824596774193548,0.570564516129032,0.776209677419355,0.806451612903226,0.790322580645161
"drug_119.txt",0.88508064516129,0.911290322580645,0.844758064516129,0.669354838709677,0.913306451612903,0.854838709677419
"drug_12.txt",0.620967741935484,0.679435483870968,0.770161290322581,0.975806451612903,0.963709677419355,0.951612903225806
"drug_120.txt",0.911290322580645,0.919354838709677,0.727822580645161,0.860887096774194,0.768145161290323,0.905241935483871
"drug_121.txt",0.788306451612903,0.794354838709677,0.705645161290323,0.941532258064516,0.939516129032258,0.858870967741935
"drug_122.txt",0.689516129032258,0.709677419354839,0.516129032258065,0.151209677419355,0.175403225806452,0.0907258064516129
"drug_123.txt",0.844758064516129,0.875,0.643145161290323,0.266129032258065,0.445564516129032,0.425403225806452
"drug_124.txt",0.522177419354839,0.548387096774194,0.332661290322581,0.304435483870968,0.237903225806452,0.36491935483871
"drug_125.txt",0.9375,0.9375,0.814516129032258,0.715725806451613,0.324596774193548,0.352822580645161
"drug_126.txt",0.776209677419355,0.800403225806452,0.665322580645161,0.564516129032258,0.195564516129032,0.217741935483871
"drug_127.txt",0.8125,0.852822580645161,0.633064516129032,0.403225806451613,0.169354838709677,0.139112903225806
"drug_128.txt",0.881048387096774,0.846774193548387,0.733870967741935,0.790322580645161,0.735887096774194,0.766129032258065
"drug_129.txt",0.887096774193548,0.868951612903226,0.554435483870968,0.473790322580645,0.268145161290323,0.340725806451613
"drug_13.txt",0.592741935483871,0.5625,0.788306451612903,0.931451612903226,0.917338709677419,0.923387096774194
"drug_130.txt",0.67741935483871,0.645161290322581,0.366935483870968,0.227822580645161,0.0786290322580645,0.104838709677419
"drug_131.txt",0.675403225806452,0.606854838709677,0.590725806451613,0.280241935483871,0.358870967741935,0.366935483870968
